2016-08-04 08:56:01,639 [Start Help Server] INFO  org.eclipse.jetty.server.Server - Started @502459ms
2016-08-04 17:43:48,238 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/com/vaadin/vaadin-archetype-liferay-portlet/7.4.0.alpha2/vaadin-archetype-liferay-portlet-7.4.0.alpha2.jar
2016-08-04 17:43:48,372 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/com/vaadin/vaadin-archetype-liferay-portlet/7.4.0.alpha2/vaadin-archetype-liferay-portlet-7.4.0.alpha2.jar
2016-08-04 17:43:48,463 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/com/vaadin/vaadin-archetype-liferay-portlet/7.4.0.alpha2/vaadin-archetype-liferay-portlet-7.4.0.alpha2.pom
2016-08-04 17:43:48,554 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/com/vaadin/vaadin-archetype-liferay-portlet/7.4.0.alpha2/vaadin-archetype-liferay-portlet-7.4.0.alpha2.pom
2016-08-04 17:43:48,695 [ModalContext] INFO  o.e.m.c.i.p.ProjectConfigurationManager - Collecting project info '/pom.xml' /Users/Admin/Documents/workspace-sts-3.8.0.RELEASE/MyNewProject/pom.xml
2016-08-04 17:43:50,488 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repository.liferay.com/nexus/content/repositories/liferay-releases-ce/com/vaadin/vaadin-client/7.2.0/vaadin-client-7.2.0.pom
2016-08-04 17:43:54,862 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://maven.vaadin.com/vaadin-addons/com/vaadin/vaadin-client/7.2.0/vaadin-client-7.2.0.pom
2016-08-04 17:43:55,220 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/com/vaadin/vaadin-client/7.2.0/vaadin-client-7.2.0.pom
2016-08-04 17:43:55,312 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/com/vaadin/vaadin-client/7.2.0/vaadin-client-7.2.0.pom
2016-08-04 17:43:55,453 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repository.liferay.com/nexus/content/repositories/liferay-releases-ce/javax/portlet/portlet-api/2.0/portlet-api-2.0.pom
2016-08-04 17:43:55,622 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://maven.vaadin.com/vaadin-addons/javax/portlet/portlet-api/2.0/portlet-api-2.0.pom
2016-08-04 17:43:55,691 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/javax/portlet/portlet-api/2.0/portlet-api-2.0.pom
2016-08-04 17:43:55,762 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/javax/portlet/portlet-api/2.0/portlet-api-2.0.pom
2016-08-04 17:43:55,944 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repository.liferay.com/nexus/content/repositories/liferay-releases-ce/com/liferay/portal/portal-service/${liferay.version}/portal-service-${liferay.version}.pom
2016-08-04 17:43:56,120 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://maven.vaadin.com/vaadin-addons/com/liferay/portal/portal-service/${liferay.version}/portal-service-${liferay.version}.pom
2016-08-04 17:43:56,186 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/com/liferay/portal/portal-service/${liferay.version}/portal-service-${liferay.version}.pom
2016-08-04 17:43:56,272 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repository.liferay.com/nexus/content/repositories/liferay-releases-ce/com/liferay/portal/util-java/${liferay.version}/util-java-${liferay.version}.pom
2016-08-04 17:43:56,450 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://maven.vaadin.com/vaadin-addons/com/liferay/portal/util-java/${liferay.version}/util-java-${liferay.version}.pom
2016-08-04 17:43:56,752 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/com/liferay/portal/util-java/${liferay.version}/util-java-${liferay.version}.pom
2016-08-04 17:43:57,561 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://repository.liferay.com/nexus/content/repositories/liferay-releases-ce/org/apache/maven/plugins/maven-eclipse-plugin/maven-metadata.xml
2016-08-04 17:43:57,590 [ModalContext] WARN  o.e.m.c.i.embedder.EclipseLogger - Could not transfer metadata org.apache.maven.plugins:maven-eclipse-plugin/maven-metadata.xml from/to liferay-releases-plugins (http://repository.liferay.com/nexus/content/repositories/liferay-releases-ce/): Access denied to http://repository.liferay.com/nexus/content/repositories/liferay-releases-ce/org/apache/maven/plugins/maven-eclipse-plugin/maven-metadata.xml. Error code 401, Unauthorized
2016-08-04 17:43:57,962 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://repository.liferay.com/nexus/content/repositories/liferay-releases-ce/com/vaadin/vaadin-maven-plugin/7.2.0/vaadin-maven-plugin-7.2.0.pom
2016-08-04 17:43:58,356 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/com/vaadin/vaadin-maven-plugin/7.2.0/vaadin-maven-plugin-7.2.0.pom
2016-08-04 17:43:58,509 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/com/vaadin/vaadin-maven-plugin/7.2.0/vaadin-maven-plugin-7.2.0.pom
2016-08-04 17:43:58,680 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://repository.liferay.com/nexus/content/repositories/liferay-releases-ce/com/vaadin/vaadin-maven-plugin/7.2.0/vaadin-maven-plugin-7.2.0.jar
2016-08-04 17:43:58,776 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/com/vaadin/vaadin-maven-plugin/7.2.0/vaadin-maven-plugin-7.2.0.jar
2016-08-04 17:43:59,018 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/com/vaadin/vaadin-maven-plugin/7.2.0/vaadin-maven-plugin-7.2.0.jar
2016-08-04 17:44:02,868 [ModalContext] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.maven.ide.eclipse.wtp.WarLifecycleMapping lifecycle mapping for MavenProject: com.example.mynewproject:MyNewProject:1.0 @ /Users/Admin/Documents/workspace-sts-3.8.0.RELEASE/MyNewProject/pom.xml.
2016-08-04 17:44:02,978 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repository.liferay.com/nexus/content/repositories/liferay-releases-ce/com/vaadin/vaadin-server/7.2.0/vaadin-server-7.2.0.jar
2016-08-04 17:44:03,059 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repository.liferay.com/nexus/content/repositories/liferay-releases-ce/com/vaadin/vaadin-shared/7.2.0/vaadin-shared-7.2.0.jar
2016-08-04 17:44:03,140 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repository.liferay.com/nexus/content/repositories/liferay-releases-ce/com/vaadin/vaadin-client-compiled/7.2.0/vaadin-client-compiled-7.2.0.jar
2016-08-04 17:44:03,219 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repository.liferay.com/nexus/content/repositories/liferay-releases-ce/com/vaadin/vaadin-client/7.2.0/vaadin-client-7.2.0.jar
2016-08-04 17:44:03,299 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repository.liferay.com/nexus/content/repositories/liferay-releases-ce/com/vaadin/vaadin-themes/7.2.0/vaadin-themes-7.2.0.jar
2016-08-04 17:44:03,379 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repository.liferay.com/nexus/content/repositories/liferay-releases-ce/javax/portlet/portlet-api/2.0/portlet-api-2.0.jar
2016-08-04 17:44:03,464 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repository.liferay.com/nexus/content/repositories/liferay-releases-ce/com/liferay/portal/portal-service/${liferay.version}/portal-service-${liferay.version}.jar
2016-08-04 17:44:03,545 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repository.liferay.com/nexus/content/repositories/liferay-releases-ce/com/liferay/portal/util-java/${liferay.version}/util-java-${liferay.version}.jar
